ds,y
2025-07-02 12:15:00,0.16124
2025-07-02 12:30:00,0.16158
2025-07-02 12:45:00,0.16165
2025-07-02 13:00:00,0.16201
2025-07-02 13:15:00,0.16176
2025-07-02 13:30:00,0.16135
2025-07-02 13:45:00,0.16109
2025-07-02 14:00:00,0.16089
2025-07-02 14:15:00,0.16059
2025-07-02 14:30:00,0.16012
2025-07-02 14:45:00,0.16042
2025-07-02 15:00:00,0.16143
2025-07-02 15:15:00,0.16135
2025-07-02 15:30:00,0.16187
2025-07-02 15:45:00,0.1618
2025-07-02 16:00:00,0.16243
2025-07-02 16:15:00,0.16328
2025-07-02 16:30:00,0.16245
2025-07-02 16:45:00,0.16341
2025-07-02 17:00:00,0.16427
2025-07-02 17:15:00,0.16435
2025-07-02 17:30:00,0.16484
2025-07-02 17:45:00,0.16571
2025-07-02 18:00:00,0.16855
2025-07-02 18:15:00,0.17
2025-07-02 18:30:00,0.17123
2025-07-02 18:45:00,0.17178
2025-07-02 19:00:00,0.17186
2025-07-02 19:15:00,0.17182
2025-07-02 19:30:00,0.17001
2025-07-02 19:45:00,0.17006
2025-07-02 20:00:00,0.1709
2025-07-02 20:15:00,0.17147
2025-07-02 20:30:00,0.17134
2025-07-02 20:45:00,0.17137
2025-07-02 21:00:00,0.17093
2025-07-02 21:15:00,0.17083
2025-07-02 21:30:00,0.17023
2025-07-02 21:45:00,0.17087
2025-07-02 22:00:00,0.17171
2025-07-02 22:15:00,0.17198
2025-07-02 22:30:00,0.17138
2025-07-02 22:45:00,0.17102
2025-07-02 23:00:00,0.17143
2025-07-02 23:15:00,0.17104
2025-07-02 23:30:00,0.17113
2025-07-02 23:45:00,0.17146
2025-07-03 00:00:00,0.1713
2025-07-03 00:15:00,0.17121
2025-07-03 00:30:00,0.17135
2025-07-03 00:45:00,0.17064
2025-07-03 01:00:00,0.17012
2025-07-03 01:15:00,0.16958
2025-07-03 01:30:00,0.16865
2025-07-03 01:45:00,0.16865
2025-07-03 02:00:00,0.1692
2025-07-03 02:15:00,0.16799
2025-07-03 02:30:00,0.1689
2025-07-03 02:45:00,0.16859
2025-07-03 03:00:00,0.16859
2025-07-03 03:15:00,0.16951
2025-07-03 03:30:00,0.16936
2025-07-03 03:45:00,0.16974
2025-07-03 04:00:00,0.16907
2025-07-03 04:15:00,0.16842
2025-07-03 04:30:00,0.16829
2025-07-03 04:45:00,0.16884
2025-07-03 05:00:00,0.16858
2025-07-03 05:15:00,0.16907
2025-07-03 05:30:00,0.16911
2025-07-03 05:45:00,0.16857
2025-07-03 06:00:00,0.16907
2025-07-03 06:15:00,0.16955
2025-07-03 06:30:00,0.1696
2025-07-03 06:45:00,0.17011
2025-07-03 07:00:00,0.17145
2025-07-03 07:15:00,0.17238
2025-07-03 07:30:00,0.17359
2025-07-03 07:45:00,0.17394
2025-07-03 08:00:00,0.17335
2025-07-03 08:15:00,0.17397
2025-07-03 08:30:00,0.17404
2025-07-03 08:45:00,0.17424
2025-07-03 09:00:00,0.17367
2025-07-03 09:15:00,0.17412
2025-07-03 09:30:00,0.17423
2025-07-03 09:45:00,0.17442
2025-07-03 10:00:00,0.17419
2025-07-03 10:15:00,0.17447
2025-07-03 10:30:00,0.17461
2025-07-03 10:45:00,0.17373
2025-07-03 11:00:00,0.17457
2025-07-03 11:15:00,0.17445
2025-07-03 11:30:00,0.17507
2025-07-03 11:45:00,0.17473
2025-07-03 12:00:00,0.17472
2025-07-03 12:15:00,0.1739
2025-07-03 12:30:00,0.174
2025-07-03 12:45:00,0.17399
2025-07-03 13:00:00,0.17356
2025-07-03 13:15:00,0.17295
2025-07-03 13:30:00,0.17333
2025-07-03 13:45:00,0.17357
2025-07-03 14:00:00,0.1738
2025-07-03 14:15:00,0.17419
2025-07-03 14:30:00,0.17175
2025-07-03 14:45:00,0.17188
2025-07-03 15:00:00,0.17194
2025-07-03 15:15:00,0.17154
2025-07-03 15:30:00,0.17385
2025-07-03 15:45:00,0.17447
2025-07-03 16:00:00,0.17357
2025-07-03 16:15:00,0.17357
2025-07-03 16:30:00,0.17274
2025-07-03 16:45:00,0.17289
2025-07-03 17:00:00,0.17207
2025-07-03 17:15:00,0.17175
2025-07-03 17:30:00,0.1704
2025-07-03 17:45:00,0.16952
2025-07-03 18:00:00,0.16999
2025-07-03 18:15:00,0.16959
2025-07-03 18:30:00,0.17005
2025-07-03 18:45:00,0.17062
2025-07-03 19:00:00,0.17123
2025-07-03 19:15:00,0.17076
2025-07-03 19:30:00,0.17084
2025-07-03 19:45:00,0.17083
2025-07-03 20:00:00,0.17115
2025-07-03 20:15:00,0.17173
2025-07-03 20:30:00,0.17163
2025-07-03 20:45:00,0.17161
2025-07-03 21:00:00,0.17162
2025-07-03 21:15:00,0.17183
2025-07-03 21:30:00,0.17165
2025-07-03 21:45:00,0.17171
2025-07-03 22:00:00,0.17199
2025-07-03 22:15:00,0.17245
2025-07-03 22:30:00,0.17251
2025-07-03 22:45:00,0.17238
2025-07-03 23:00:00,0.17213
2025-07-03 23:15:00,0.17214
2025-07-03 23:30:00,0.17206
2025-07-03 23:45:00,0.17223
2025-07-04 00:00:00,0.17221
2025-07-04 00:15:00,0.17198
2025-07-04 00:30:00,0.17226
2025-07-04 00:45:00,0.17254
2025-07-04 01:00:00,0.1722
2025-07-04 01:15:00,0.17196
2025-07-04 01:30:00,0.17183
2025-07-04 01:45:00,0.17193
2025-07-04 02:00:00,0.17215
2025-07-04 02:15:00,0.17182
2025-07-04 02:30:00,0.17216
2025-07-04 02:45:00,0.17144
2025-07-04 03:00:00,0.17213
2025-07-04 03:15:00,0.17237
2025-07-04 03:30:00,0.17225
2025-07-04 03:45:00,0.17228
2025-07-04 04:00:00,0.17191
2025-07-04 04:15:00,0.1715
2025-07-04 04:30:00,0.17032
2025-07-04 04:45:00,0.17057
2025-07-04 05:00:00,0.17065
2025-07-04 05:15:00,0.17111
2025-07-04 05:30:00,0.17104
2025-07-04 05:45:00,0.17075
2025-07-04 06:00:00,0.17101
2025-07-04 06:15:00,0.1705
2025-07-04 06:30:00,0.16983
2025-07-04 06:45:00,0.16937
2025-07-04 07:00:00,0.16962
2025-07-04 07:15:00,0.16955
2025-07-04 07:30:00,0.16998
2025-07-04 07:45:00,0.16969
2025-07-04 08:00:00,0.16833
2025-07-04 08:15:00,0.16818
2025-07-04 08:30:00,0.16851
2025-07-04 08:45:00,0.16853
2025-07-04 09:00:00,0.16768
2025-07-04 09:15:00,0.16736
2025-07-04 09:30:00,0.16691
2025-07-04 09:45:00,0.16654
2025-07-04 10:00:00,0.16502
2025-07-04 10:15:00,0.16624
2025-07-04 10:30:00,0.1669
2025-07-04 10:45:00,0.16675
2025-07-04 11:00:00,0.16701
2025-07-04 11:15:00,0.16734
2025-07-04 11:30:00,0.16737
2025-07-04 11:45:00,0.16724
2025-07-04 12:00:00,0.16732
2025-07-04 12:15:00,0.16704
2025-07-04 12:30:00,0.16675
2025-07-04 12:45:00,0.16655
2025-07-04 13:00:00,0.16673
2025-07-04 13:15:00,0.167
2025-07-04 13:30:00,0.16672
2025-07-04 13:45:00,0.16657
2025-07-04 14:00:00,0.1667
2025-07-04 14:15:00,0.167
2025-07-04 14:30:00,0.16671
2025-07-04 14:45:00,0.16668
2025-07-04 15:00:00,0.16612
2025-07-04 15:15:00,0.16593
2025-07-04 15:30:00,0.16507
2025-07-04 15:45:00,0.16428
2025-07-04 16:00:00,0.16411
2025-07-04 16:15:00,0.16485
2025-07-04 16:30:00,0.1648
2025-07-04 16:45:00,0.16421
2025-07-04 17:00:00,0.1634
2025-07-04 17:15:00,0.16307
2025-07-04 17:30:00,0.16298
2025-07-04 17:45:00,0.16307
2025-07-04 18:00:00,0.16196
2025-07-04 18:15:00,0.16198
2025-07-04 18:30:00,0.162
2025-07-04 18:45:00,0.16225
2025-07-04 19:00:00,0.16208
2025-07-04 19:15:00,0.16216
2025-07-04 19:30:00,0.16227
2025-07-04 19:45:00,0.16278
2025-07-04 20:00:00,0.16225
2025-07-04 20:15:00,0.1618
2025-07-04 20:30:00,0.16212
2025-07-04 20:45:00,0.1619
2025-07-04 21:00:00,0.16234
2025-07-04 21:15:00,0.16131
2025-07-04 21:30:00,0.16218
2025-07-04 21:45:00,0.16189
2025-07-04 22:00:00,0.16237
2025-07-04 22:15:00,0.1625
2025-07-04 22:30:00,0.16269
2025-07-04 22:45:00,0.16253
2025-07-04 23:00:00,0.16236
2025-07-04 23:15:00,0.16229
2025-07-04 23:30:00,0.16228
2025-07-04 23:45:00,0.16274
2025-07-05 00:00:00,0.16311
2025-07-05 00:15:00,0.16366
2025-07-05 00:30:00,0.16408
2025-07-05 00:45:00,0.16401
2025-07-05 01:00:00,0.16327
2025-07-05 01:15:00,0.1629
2025-07-05 01:30:00,0.16251
2025-07-05 01:45:00,0.16278
2025-07-05 02:00:00,0.16345
2025-07-05 02:15:00,0.16365
2025-07-05 02:30:00,0.16349
2025-07-05 02:45:00,0.16326
2025-07-05 03:00:00,0.16323
2025-07-05 03:15:00,0.16283
2025-07-05 03:30:00,0.16291
2025-07-05 03:45:00,0.16314
2025-07-05 04:00:00,0.16257
2025-07-05 04:15:00,0.16236
2025-07-05 04:30:00,0.16257
2025-07-05 04:45:00,0.16301
2025-07-05 05:00:00,0.16357
2025-07-05 05:15:00,0.16373
2025-07-05 05:30:00,0.16404
2025-07-05 05:45:00,0.16426
2025-07-05 06:00:00,0.16379
2025-07-05 06:15:00,0.16465
2025-07-05 06:30:00,0.16393
2025-07-05 06:45:00,0.16349
2025-07-05 07:00:00,0.16348
2025-07-05 07:15:00,0.16384
2025-07-05 07:30:00,0.16391
2025-07-05 07:45:00,0.16421
2025-07-05 08:00:00,0.16397
2025-07-05 08:15:00,0.16447
2025-07-05 08:30:00,0.1644
2025-07-05 08:45:00,0.16477
2025-07-05 09:00:00,0.16452
2025-07-05 09:15:00,0.16475
2025-07-05 09:30:00,0.16429
2025-07-05 09:45:00,0.16432
2025-07-05 10:00:00,0.1648
2025-07-05 10:15:00,0.16453
2025-07-05 10:30:00,0.1638
2025-07-05 10:45:00,0.16388
2025-07-05 11:00:00,0.16331
2025-07-05 11:15:00,0.16331
2025-07-05 11:30:00,0.16357
2025-07-05 11:45:00,0.16433
2025-07-05 12:00:00,0.16427
2025-07-05 12:15:00,0.16422
2025-07-05 12:30:00,0.16409
2025-07-05 12:45:00,0.16379
2025-07-05 13:00:00,0.16405
2025-07-05 13:15:00,0.16441
2025-07-05 13:30:00,0.16433
2025-07-05 13:45:00,0.16401
2025-07-05 14:00:00,0.16368
2025-07-05 14:15:00,0.16343
2025-07-05 14:30:00,0.16381
2025-07-05 14:45:00,0.16412
2025-07-05 15:00:00,0.16393
2025-07-05 15:15:00,0.16418
2025-07-05 15:30:00,0.16393
2025-07-05 15:45:00,0.16364
2025-07-05 16:00:00,0.16373
2025-07-05 16:15:00,0.16374
2025-07-05 16:30:00,0.1632
2025-07-05 16:45:00,0.16361
2025-07-05 17:00:00,0.1635
2025-07-05 17:15:00,0.16311
2025-07-05 17:30:00,0.16303
2025-07-05 17:45:00,0.16289
2025-07-05 18:00:00,0.16332
2025-07-05 18:15:00,0.16309
2025-07-05 18:30:00,0.16262
2025-07-05 18:45:00,0.16316
2025-07-05 19:00:00,0.16289
2025-07-05 19:15:00,0.16273
2025-07-05 19:30:00,0.163
2025-07-05 19:45:00,0.16327
2025-07-05 20:00:00,0.16288
2025-07-05 20:15:00,0.16233
2025-07-05 20:30:00,0.1625
2025-07-05 20:45:00,0.16242
2025-07-05 21:00:00,0.16234
2025-07-05 21:15:00,0.16306
2025-07-05 21:30:00,0.16328
2025-07-05 21:45:00,0.1633
2025-07-05 22:00:00,0.16324
2025-07-05 22:15:00,0.16318
2025-07-05 22:30:00,0.16392
2025-07-05 22:45:00,0.16413
2025-07-05 23:00:00,0.16392
2025-07-05 23:15:00,0.16395
2025-07-05 23:30:00,0.16416
2025-07-05 23:45:00,0.16419
2025-07-06 00:00:00,0.16395
2025-07-06 00:15:00,0.16419
2025-07-06 00:30:00,0.16425
2025-07-06 00:45:00,0.16433
2025-07-06 01:00:00,0.16462
2025-07-06 01:15:00,0.16426
2025-07-06 01:30:00,0.16415
2025-07-06 01:45:00,0.16414
2025-07-06 02:00:00,0.16385
2025-07-06 02:15:00,0.16408
2025-07-06 02:30:00,0.16418
2025-07-06 02:45:00,0.16434
2025-07-06 03:00:00,0.16413
2025-07-06 03:15:00,0.16393
2025-07-06 03:30:00,0.16416
2025-07-06 03:45:00,0.16414
2025-07-06 04:00:00,0.16416
2025-07-06 04:15:00,0.16395
2025-07-06 04:30:00,0.16367
2025-07-06 04:45:00,0.16339
2025-07-06 05:00:00,0.16354
2025-07-06 05:15:00,0.1633
2025-07-06 05:30:00,0.16345
2025-07-06 05:45:00,0.16368
2025-07-06 06:00:00,0.16378
2025-07-06 06:15:00,0.1635
2025-07-06 06:30:00,0.16356
2025-07-06 06:45:00,0.16353
2025-07-06 07:00:00,0.16336
2025-07-06 07:15:00,0.16349
2025-07-06 07:30:00,0.16323
2025-07-06 07:45:00,0.16322
2025-07-06 08:00:00,0.16355
2025-07-06 08:15:00,0.16379
2025-07-06 08:30:00,0.16386
2025-07-06 08:45:00,0.16379
2025-07-06 09:00:00,0.16398
2025-07-06 09:15:00,0.164
2025-07-06 09:30:00,0.16387
2025-07-06 09:45:00,0.16373
2025-07-06 10:00:00,0.16351
2025-07-06 10:15:00,0.16312
2025-07-06 10:30:00,0.16356
2025-07-06 10:45:00,0.16374
2025-07-06 11:00:00,0.16379
2025-07-06 11:15:00,0.1637
2025-07-06 11:30:00,0.1639
2025-07-06 11:45:00,0.16331
2025-07-06 12:00:00,0.16353
2025-07-06 12:15:00,0.16388
2025-07-06 12:30:00,0.16437
2025-07-06 12:45:00,0.16448
2025-07-06 13:00:00,0.16421
2025-07-06 13:15:00,0.16435
2025-07-06 13:30:00,0.16458
2025-07-06 13:45:00,0.16542
2025-07-06 14:00:00,0.16516
2025-07-06 14:15:00,0.16507
2025-07-06 14:30:00,0.16588
2025-07-06 14:45:00,0.16683
2025-07-06 15:00:00,0.16694
2025-07-06 15:15:00,0.16844
2025-07-06 15:30:00,0.171
2025-07-06 15:45:00,0.17296
2025-07-06 16:00:00,0.17179
2025-07-06 16:15:00,0.17096
2025-07-06 16:30:00,0.16952
2025-07-06 16:45:00,0.17044
2025-07-06 17:00:00,0.17092
2025-07-06 17:15:00,0.17011
2025-07-06 17:30:00,0.17001
2025-07-06 17:45:00,0.17009
2025-07-06 18:00:00,0.17048
2025-07-06 18:15:00,0.17067
2025-07-06 18:30:00,0.1704
2025-07-06 18:45:00,0.17088
2025-07-06 19:00:00,0.17031
2025-07-06 19:15:00,0.17068
2025-07-06 19:30:00,0.17084
2025-07-06 19:45:00,0.17055
2025-07-06 20:00:00,0.1701
2025-07-06 20:15:00,0.16927
2025-07-06 20:30:00,0.16814
2025-07-06 20:45:00,0.1686
2025-07-06 21:00:00,0.1689
2025-07-06 21:15:00,0.16916
2025-07-06 21:30:00,0.16904
2025-07-06 21:45:00,0.16937
2025-07-06 22:00:00,0.17026
2025-07-06 22:15:00,0.17033
2025-07-06 22:30:00,0.17067
2025-07-06 22:45:00,0.17036
2025-07-06 23:00:00,0.17077
2025-07-06 23:15:00,0.17174
2025-07-06 23:30:00,0.17286
2025-07-06 23:45:00,0.17188
2025-07-07 00:00:00,0.17305
2025-07-07 00:15:00,0.17293
2025-07-07 00:30:00,0.17288
2025-07-07 00:45:00,0.17301
2025-07-07 01:00:00,0.17201
2025-07-07 01:15:00,0.17139
2025-07-07 01:30:00,0.17187
2025-07-07 01:45:00,0.17187
2025-07-07 02:00:00,0.17196
2025-07-07 02:15:00,0.17134
2025-07-07 02:30:00,0.17077
2025-07-07 02:45:00,0.17109
2025-07-07 03:00:00,0.17045
2025-07-07 03:15:00,0.17076
2025-07-07 03:30:00,0.17125
2025-07-07 03:45:00,0.17154
2025-07-07 04:00:00,0.17269
2025-07-07 04:15:00,0.17322
2025-07-07 04:30:00,0.17427
2025-07-07 04:45:00,0.173
2025-07-07 05:00:00,0.17347
2025-07-07 05:15:00,0.17579
2025-07-07 05:30:00,0.17591
2025-07-07 05:45:00,0.17498
2025-07-07 06:00:00,0.17491
2025-07-07 06:15:00,0.17446
2025-07-07 06:30:00,0.17419
2025-07-07 06:45:00,0.17407
2025-07-07 07:00:00,0.17387
2025-07-07 07:15:00,0.17378
2025-07-07 07:30:00,0.17383
2025-07-07 07:45:00,0.17321
2025-07-07 08:00:00,0.17359
2025-07-07 08:15:00,0.17412
2025-07-07 08:30:00,0.17268
2025-07-07 08:45:00,0.17249
2025-07-07 09:00:00,0.17274
2025-07-07 09:15:00,0.17273
2025-07-07 09:30:00,0.17299
2025-07-07 09:45:00,0.17315
2025-07-07 10:00:00,0.17253
2025-07-07 10:15:00,0.17253
2025-07-07 10:30:00,0.17265
2025-07-07 10:45:00,0.17256
2025-07-07 11:00:00,0.17213
2025-07-07 11:15:00,0.17169
2025-07-07 11:30:00,0.17164
2025-07-07 11:45:00,0.17121
2025-07-07 12:00:00,0.17119
2025-07-07 12:15:00,0.1711
2025-07-07 12:30:00,0.1714
2025-07-07 12:45:00,0.17119
2025-07-07 13:00:00,0.1709
2025-07-07 13:15:00,0.17124
2025-07-07 13:30:00,0.17105
2025-07-07 13:45:00,0.17088
2025-07-07 14:00:00,0.17029
2025-07-07 14:15:00,0.16954
2025-07-07 14:30:00,0.16964
2025-07-07 14:45:00,0.16947
2025-07-07 15:00:00,0.16957
2025-07-07 15:15:00,0.17022
2025-07-07 15:30:00,0.16956
2025-07-07 15:45:00,0.17069
2025-07-07 16:00:00,0.1693
2025-07-07 16:15:00,0.16917
2025-07-07 16:30:00,0.16831
2025-07-07 16:45:00,0.16845
2025-07-07 17:00:00,0.16869
2025-07-07 17:15:00,0.16868
2025-07-07 17:30:00,0.16876
2025-07-07 17:45:00,0.16846
2025-07-07 18:00:00,0.16848
2025-07-07 18:15:00,0.16747
2025-07-07 18:30:00,0.16819
2025-07-07 18:45:00,0.16708
2025-07-07 19:00:00,0.16753
2025-07-07 19:15:00,0.16759
2025-07-07 19:30:00,0.16717
2025-07-07 19:45:00,0.16719
2025-07-07 20:00:00,0.16761
2025-07-07 20:15:00,0.16643
2025-07-07 20:30:00,0.16706
2025-07-07 20:45:00,0.16771
2025-07-07 21:00:00,0.16767
2025-07-07 21:15:00,0.16823
2025-07-07 21:30:00,0.16793
2025-07-07 21:45:00,0.16781
2025-07-07 22:00:00,0.16694
2025-07-07 22:15:00,0.16703
2025-07-07 22:30:00,0.1671
2025-07-07 22:45:00,0.16677
2025-07-07 23:00:00,0.16668
2025-07-07 23:15:00,0.16578
2025-07-07 23:30:00,0.16679
2025-07-07 23:45:00,0.16709
2025-07-08 00:00:00,0.16677
2025-07-08 00:15:00,0.16633
2025-07-08 00:30:00,0.167
2025-07-08 00:45:00,0.16689
2025-07-08 01:00:00,0.16732
2025-07-08 01:15:00,0.16736
2025-07-08 01:30:00,0.16749
2025-07-08 01:45:00,0.1678
2025-07-08 02:00:00,0.16797
2025-07-08 02:15:00,0.16838
2025-07-08 02:30:00,0.16862
2025-07-08 02:45:00,0.16761
2025-07-08 03:00:00,0.1675
2025-07-08 03:15:00,0.16674
2025-07-08 03:30:00,0.16652
2025-07-08 03:45:00,0.16665
2025-07-08 04:00:00,0.16627
2025-07-08 04:15:00,0.16728
2025-07-08 04:30:00,0.16629
2025-07-08 04:45:00,0.16641
2025-07-08 05:00:00,0.16703
2025-07-08 05:15:00,0.1676
2025-07-08 05:30:00,0.16793
2025-07-08 05:45:00,0.16788
2025-07-08 06:00:00,0.16748
2025-07-08 06:15:00,0.16756
2025-07-08 06:30:00,0.16779
2025-07-08 06:45:00,0.16768
2025-07-08 07:00:00,0.16749
2025-07-08 07:15:00,0.16799
2025-07-08 07:30:00,0.16815
2025-07-08 07:45:00,0.16818
2025-07-08 08:00:00,0.16826
2025-07-08 08:15:00,0.16765
2025-07-08 08:30:00,0.16817
2025-07-08 08:45:00,0.16804
2025-07-08 09:00:00,0.16761
2025-07-08 09:15:00,0.16749
2025-07-08 09:30:00,0.168
2025-07-08 09:45:00,0.16871
2025-07-08 10:00:00,0.16971
2025-07-08 10:15:00,0.16905
2025-07-08 10:30:00,0.16833
2025-07-08 10:45:00,0.16815
2025-07-08 11:00:00,0.1685
2025-07-08 11:15:00,0.16855
2025-07-08 11:30:00,0.16896
2025-07-08 11:45:00,0.16864
2025-07-08 12:00:00,0.169
2025-07-08 12:15:00,0.16943
2025-07-08 12:30:00,0.16987
2025-07-08 12:45:00,0.16954
2025-07-08 13:00:00,0.17061
2025-07-08 13:15:00,0.17156
2025-07-08 13:30:00,0.17131
2025-07-08 13:45:00,0.17087
2025-07-08 14:00:00,0.1712
2025-07-08 14:15:00,0.17088
2025-07-08 14:30:00,0.17101
2025-07-08 14:45:00,0.17164
2025-07-08 15:00:00,0.171
2025-07-08 15:15:00,0.17072
2025-07-08 15:30:00,0.17057
2025-07-08 15:45:00,0.17063
2025-07-08 16:00:00,0.16951
2025-07-08 16:15:00,0.16915
2025-07-08 16:30:00,0.16979
2025-07-08 16:45:00,0.16868
2025-07-08 17:00:00,0.16924
2025-07-08 17:15:00,0.16891
2025-07-08 17:30:00,0.16928
2025-07-08 17:45:00,0.16914
2025-07-08 18:00:00,0.1688
2025-07-08 18:15:00,0.16987
2025-07-08 18:30:00,0.16962
2025-07-08 18:45:00,0.16979
2025-07-08 19:00:00,0.1711
2025-07-08 19:15:00,0.17133
2025-07-08 19:30:00,0.17082
2025-07-08 19:45:00,0.17112
2025-07-08 20:00:00,0.1715
2025-07-08 20:15:00,0.17102
2025-07-08 20:30:00,0.17084
2025-07-08 20:45:00,0.17128
2025-07-08 21:00:00,0.17064
2025-07-08 21:15:00,0.17073
2025-07-08 21:30:00,0.17017
2025-07-08 21:45:00,0.17063
2025-07-08 22:00:00,0.1702
2025-07-08 22:15:00,0.17071
2025-07-08 22:30:00,0.17034
2025-07-08 22:45:00,0.16981
2025-07-08 23:00:00,0.17038
2025-07-08 23:15:00,0.17041
2025-07-08 23:30:00,0.17073
2025-07-08 23:45:00,0.17056
2025-07-09 00:00:00,0.1706
2025-07-09 00:15:00,0.17066
2025-07-09 00:30:00,0.17098
2025-07-09 00:45:00,0.17122
2025-07-09 01:00:00,0.17111
2025-07-09 01:15:00,0.17074
2025-07-09 01:30:00,0.17096
2025-07-09 01:45:00,0.17084
2025-07-09 02:00:00,0.17044
2025-07-09 02:15:00,0.17013
2025-07-09 02:30:00,0.17041
2025-07-09 02:45:00,0.17056
2025-07-09 03:00:00,0.17126
2025-07-09 03:15:00,0.17028
2025-07-09 03:30:00,0.17015
2025-07-09 03:45:00,0.17059
2025-07-09 04:00:00,0.17113
